index	max_degree	fail_node_degree	fail_neber_degree	fail_degree_sum	max_load	big_load_num	fail_load_sum	fail_num	first_round_fail	neber_fail_num	fail_round	subgraph_num	fail_node_load	load_change	degree_change	fail_neber_load	LCC
3,18,	95	24	11	35	47164	47	6865	2	2	2	1	3	5611	18698	68	1254	2	
3,19,	96	21	0	21	48319	47	4417	0	0	0	0	1	4417	8852	42	0	2	
3,20,	97	19	0	19	48606	47	4427	0	0	0	0	1	4427	8593	38	0	2	
3,21,	97	20	0	20	48620	47	5124	0	0	0	0	1	5124	9066	40	0	2	
3,22,	97	19	0	19	48620	47	4547	0	0	0	0	1	4547	8473	38	0	2	
3,23,	97	28	0	28	48830	47	5528	0	0	0	0	1	5528	9980	54	0	2	
3,24,	96	30	3	33	47373	46	7984	1	1	1	1	3	7593	21436	66	391	2	
3,25,	97	20	0	20	48635	47	4429	0	0	0	0	1	4429	8598	40	0	2	
3,26,	95	38	10	48	47191	46	10527	3	3	3	1	4	8649	25146	90	1878	2	
3,27,	97	19	0	19	48602	47	4415	0	0	0	0	1	4415	8457	38	0	2	
3,28,	96	24	0	24	48346	47	4986	0	0	0	0	1	4986	9476	48	0	2	
3,29,	96	30	0	30	48484	47	5722	0	0	0	0	1	5722	7275	60	0	2	
3,30,	96	24	2	26	47992	47	5066	1	1	1	1	2	4812	13181	52	254	2	
3,31,	96	23	0	23	48434	47	4589	0	0	0	0	1	4589	8649	46	0	2	
3,32,	96	29	2	31	48398	47	5808	1	1	1	1	1	5801	12037	62	7	2	
3,33,	97	23	0	23	48655	47	4651	0	0	0	0	1	4651	9303	46	0	2	
3,34,	97	29	2	31	48589	47	5913	1	1	1	1	2	5873	16064	60	40	2	
3,35,	97	19	0	19	48623	47	4753	0	0	0	0	1	4753	8225	38	0	2	
3,36,	96	30	2	32	47450	46	6459	1	1	1	1	3	6456	16322	64	3	2	
3,37,	96	34	29	68	47645	45	19710	11	10	9	2	4	17009	41946	132	2547	1	
3,38,	97	19	0	19	48602	47	4516	0	0	0	0	1	4516	8516	38	0	2	
3,39,	97	19	0	19	48637	47	4656	0	0	0	0	1	4656	8718	38	0	2	
3,40,	96	27	0	27	48224	47	5090	0	0	0	0	2	5090	11430	54	0	2	
3,41,	96	25	4	29	48186	45	7190	1	1	1	1	2	6804	15247	58	386	2	
3,42,	96	28	23	51	47997	46	9260	3	1	3	2	1	6206	13283	100	3054	2	
3,43,	95	35	8	43	47355	46	12738	2	2	2	1	4	11477	28774	86	1261	1	
3,44,	97	23	3	26	48612	47	5566	1	1	1	1	1	5517	10925	52	49	2	
3,45,	97	22	0	22	48651	47	5205	0	0	0	0	1	5205	8993	44	0	2	
3,46,	97	19	0	19	48606	47	4364	0	0	0	0	1	4364	8531	38	0	2	
3,47,	96	20	0	20	48338	46	6709	0	0	0	0	1	6709	10451	40	0	2	
3,48,	97	18	0	18	48602	47	4364	0	0	0	0	1	4364	8323	36	0	2	
3,49,	97	18	0	18	48602	47	4364	0	0	0	0	1	4364	8323	36	0	2	
3,50,	96	28	0	28	48483	46	6594	0	0	0	0	1	6594	11044	56	0	2	
3,51,	97	18	0	18	48602	47	4364	0	0	0	0	1	4364	8323	36	0	2	
3,52,	97	34	0	34	48424	46	8575	0	0	0	0	5	8575	21246	68	0	2	
3,53,	97	31	0	31	48702	46	9841	0	0	0	0	1	9841	13721	60	0	2	
3,54,	97	19	0	19	48602	47	4364	0	0	0	0	1	4364	8532	38	0	2	
3,55,	97	19	0	19	48646	47	4782	0	0	0	0	1	4782	8255	38	0	2	
3,56,	95	35	8	43	47346	47	12631	2	2	2	1	4	12235	24385	82	396	2	
3,57,	97	22	0	22	48602	47	4855	0	0	0	0	2	4855	11159	44	0	2	
3,58,	97	19	0	19	48602	47	4651	0	0	0	0	1	4651	8607	38	0	2	
3,59,	96	19	0	19	48283	47	4364	0	0	0	0	1	4364	8365	38	0	2	
3,60,	97	21	0	21	48682	47	5398	0	0	0	0	1	5398	8903	42	0	2	
3,61,	96	21	0	21	48346	47	4569	0	0	0	0	1	4569	8707	42	0	2	
3,62,	96	26	0	26	48449	47	4807	0	0	0	0	1	4807	9045	52	0	2	
3,63,	96	20	0	20	47852	47	4855	0	0	0	0	2	4855	10595	40	0	2	
3,64,	97	23	3	26	48414	47	5968	1	1	1	1	3	5744	16691	52	224	2	
3,65,	97	19	0	19	48607	47	5124	0	0	0	0	1	5124	8898	38	0	2	
3,66,	97	18	0	18	48602	47	4364	0	0	0	0	1	4364	8323	36	0	2	
3,67,	97	18	0	18	48602	47	4364	0	0	0	0	1	4364	8323	36	0	2	
3,68,	95	61	62	127	45178	37	26813	18	18	16	1	10	17639	109596	236	9044	1	
3,69,	97	18	0	18	48609	46	4364	0	0	0	0	1	4364	10628	36	0	2	
3,70,	97	21	0	21	48399	44	5451	0	0	0	0	3	5451	18077	42	0	2	
3,71,	97	19	0	19	48629	47	4452	0	0	0	0	1	4452	9138	38	0	2	
3,72,	97	23	4	29	48186	46	6367	2	2	1	1	4	5892	22454	58	354	2	
3,73,	97	21	0	21	48618	46	4718	0	0	0	0	1	4718	10392	42	0	2	
3,74,	97	18	0	18	48641	47	4364	0	0	0	0	1	4364	8864	36	0	2	
3,75,	97	25	0	25	48341	46	8366	0	0	0	0	5	8366	19392	50	0	2	
3,76,	97	19	0	19	48670	47	4364	0	0	0	0	1	4364	9584	38	0	2	
3,77,	97	18	0	18	48593	47	4364	0	0	0	0	1	4364	8231	36	0	2	
3,78,	96	18	0	18	48226	47	4364	0	0	0	0	1	4364	8219	36	0	2	
3,79,	97	19	0	19	48608	46	4435	0	0	0	0	1	4435	10754	38	0	2	
3,80,	97	20	0	20	48593	47	4900	0	0	0	0	1	4900	9090	40	0	2	
3,81,	97	19	0	19	48670	47	4364	0	0	0	0	1	4364	9584	38	0	2	
3,82,	97	19	0	19	48536	47	4364	0	0	0	0	1	4364	8891	38	0	2	
3,83,	97	20	0	20	48594	47	4704	0	0	0	0	1	4704	8590	40	0	2	
3,84,	97	27	9	36	48027	45	7620	3	3	3	1	3	6634	21584	66	986	2	
3,85,	97	21	0	21	48634	46	4621	0	0	0	0	1	4621	10390	42	0	2	
3,86,	97	19	0	19	48628	46	4537	0	0	0	0	1	4537	10124	38	0	2	
3,87,	97	22	0	22	48373	47	5791	0	0	0	0	3	5791	12860	44	0	2	
3,88,	97	18	0	18	48513	47	4364	0	0	0	0	1	4364	8995	36	0	2	
3,89,	97	18	0	18	48608	46	4364	0	0	0	0	1	4364	10208	36	0	2	
3,90,	95	45	2	47	48178	46	9389	1	1	1	1	2	9170	17163	92	219	2	
3,91,	97	18	0	18	48659	47	4364	0	0	0	0	1	4364	9329	36	0	2	
3,92,	97	20	0	20	48506	46	4584	0	0	0	0	1	4584	9509	40	0	2	
3,93,	96	27	3	32	47796	46	6831	2	2	1	1	2	6354	14181	62	259	2	
3,94,	97	18	0	18	48517	47	4364	0	0	0	0	1	4364	8956	36	0	2	
3,95,	97	18	0	18	48593	47	4364	0	0	0	0	1	4364	8231	36	0	2	
3,96,	97	18	0	18	48609	46	4364	0	0	0	0	1	4364	10628	36	0	2	
3,97,	96	18	0	18	48226	47	4364	0	0	0	0	1	4364	8219	36	0	2	
3,98,	97	19	0	19	48594	47	4417	0	0	0	0	1	4417	8484	38	0	2	
3,99,	97	19	0	19	48608	47	4440	0	0	0	0	1	4440	8460	38	0	2	
4,5,	88	116	101	242	38590	39	57196	40	40	29	1	27	47129	159299	448	8994	0	
4,6,	94	74	17	93	45022	46	22286	6	6	5	1	13	20767	55841	178	1518	1	
4,7,	94	73	25	100	44777	42	30628	8	8	7	1	13	27088	71212	192	3539	1	
4,8,	92	99	108	219	40729	40	57976	44	42	39	2	21	43627	149489	420	14110	0	
4,9,	91	120	68	198	41604	41	51049	26	26	22	1	26	46058	125558	368	4881	0	
4,10,	93	88	49	144	44838	43	37607	16	16	13	1	12	32527	83363	266	4454	1	
4,11,	95	42	38	82	44686	41	17103	9	9	8	1	15	11260	82704	152	5842	1	
4,12,	94	46	39	87	45622	44	16201	10	8	9	2	11	11913	51208	164	4287	1	
4,13,	94	49	17	68	45429	44	14684	6	6	5	1	10	13165	47039	128	1518	1	
4,14,	94	35	17	54	45222	45	9386	6	6	5	1	10	7867	42663	102	1518	1	
4,15,	94	49	19	70	45261	44	13724	7	7	6	1	11	12006	49001	132	1717	1	
4,16,	95	34	17	53	45507	45	9386	6	6	5	1	10	7867	42680	100	1518	1	
4,17,	95	47	24	75	45049	43	15117	9	9	7	1	13	13179	62480	142	1738	1	
4,18,	93	39	28	69	44112	44	11887	8	8	7	1	12	9114	52409	130	2772	1	
4,19,	94	36	17	55	45217	45	9439	6	6	5	1	10	7920	42943	104	1518	1	
4,20,	95	34	17	53	45490	45	9449	6	6	5	1	10	7930	42712	100	1518	1	
4,21,	95	35	17	54	45505	45	10146	6	6	5	1	10	8627	43147	102	1518	1	
4,22,	95	34	17	53	45504	45	9569	6	6	5	1	10	8050	42617	100	1518	1	
4,23,	95	43	17	62	45702	45	10550	6	6	5	1	10	9031	44105	116	1518	1	
4,24,	94	45	20	67	44321	42	13006	7	7	6	1	12	11096	55064	128	1909	1	
4,25,	95	35	17	54	45518	45	9451	6	6	5	1	10	7932	42718	102	1518	1	
4,26,	94	53	17	72	45000	44	13671	6	6	5	1	12	12152	48763	136	1518	1	
4,27,	95	34	17	53	45486	45	9437	6	6	5	1	10	7918	42580	100	1518	1	
4,28,	94	39	17	58	45244	45	10008	6	6	5	1	10	8489	43561	110	1518	1	
4,29,	94	45	17	64	45389	45	10744	6	6	5	1	10	9225	41280	122	1518	1	
4,30,	94	39	19	60	44904	45	10088	7	7	6	1	11	8315	47113	114	1772	1	
4,31,	94	38	17	57	45329	45	9611	6	6	5	1	10	8092	42737	108	1518	1	
4,32,	94	44	19	65	45284	45	10830	7	7	6	1	10	9304	45774	122	1525	1	
4,33,	95	38	17	57	45537	45	9673	6	6	5	1	10	8154	43411	108	1518	1	
4,34,	95	44	19	65	45478	45	10935	7	7	6	1	11	9376	50228	124	1558	1	
4,35,	95	34	17	53	45507	45	9775	6	6	5	1	10	8256	42330	100	1518	1	
4,36,	94	45	19	66	44353	45	11481	7	7	6	1	12	9959	49951	124	1521	1	
4,37,	94	49	50	106	44603	43	25659	17	17	14	1	13	20512	75583	200	4992	1	
4,38,	95	34	17	53	45486	45	9538	6	6	5	1	10	8019	42629	100	1518	1	
4,39,	95	34	17	53	45520	45	9678	6	6	5	1	10	8159	42788	100	1518	1	
4,40,	94	42	17	61	45132	45	10112	6	6	5	1	11	8593	45396	116	1518	1	
4,41,	94	40	21	63	45095	43	12212	7	7	6	1	11	10307	48815	120	1904	1	
4,42,	94	43	37	82	45101	43	14233	8	8	7	1	10	9709	44761	158	4523	1	
4,43,	93	50	25	77	44327	44	17760	8	8	7	1	13	14980	61756	148	2779	1	
4,44,	95	38	20	60	45503	44	10588	7	7	6	1	10	9020	44771	114	1567	1	
4,45,	95	37	17	56	45533	45	10227	6	6	5	1	10	8708	43101	106	1518	1	
4,46,	95	34	17	53	45490	45	9386	6	6	5	1	10	7867	42648	100	1518	1	
4,47,	94	35	17	54	45235	44	11731	6	6	5	1	10	10212	44435	102	1518	1	
4,48,	95	33	17	52	45486	45	9386	6	6	5	1	10	7867	42447	98	1518	1	
4,49,	95	33	17	52	45486	45	9386	6	6	5	1	10	7867	42447	98	1518	1	
4,50,	94	43	17	62	45367	44	11616	6	6	5	1	10	10097	44752	116	1518	1	
4,51,	95	33	17	52	45486	45	9386	6	6	5	1	10	7867	42447	98	1518	1	
4,52,	95	49	17	68	45318	44	13597	6	6	5	1	14	12078	54745	130	1518	1	
4,53,	95	46	17	65	45578	44	14863	6	6	5	1	10	13344	47530	122	1518	1	
4,54,	95	34	17	53	45486	45	9386	6	6	5	1	10	7867	42653	100	1518	1	
4,55,	95	34	17	53	45530	45	9804	6	6	5	1	10	8285	42356	100	1518	1	
4,56,	93	50	25	77	44252	45	17653	8	8	7	1	13	15738	57738	144	1914	1	
4,57,	95	37	17	56	45484	45	9877	6	6	5	1	11	8358	45217	106	1518	1	
4,58,	95	34	17	53	45486	45	9673	6	6	5	1	10	8154	42733	100	1518	1	
4,59,	94	34	17	53	45181	45	9386	6	6	5	1	10	7867	42476	100	1518	1	
4,60,	95	36	17	55	45567	45	10420	6	6	5	1	10	8901	42954	104	1518	1	
4,61,	94	36	17	55	45242	45	9591	6	6	5	1	10	8072	42814	104	1518	1	
4,62,	94	41	17	60	45344	45	9829	6	6	5	1	10	8310	43125	114	1518	1	
4,63,	94	35	17	54	44766	45	9877	6	6	5	1	11	8358	44635	102	1518	1	
4,64,	95	38	20	60	45303	44	10990	7	7	6	1	12	9247	50581	114	1742	1	
4,65,	95	34	17	53	45491	45	10146	6	6	5	1	10	8627	43009	100	1518	1	
4,66,	95	33	17	52	45486	45	9386	6	6	5	1	10	7867	42447	98	1518	1	
4,67,	95	33	17	52	45486	45	9386	6	6	5	1	10	7867	42447	98	1518	1	
4,68,	94	76	70	150	42372	36	29605	23	23	21	1	19	21142	137443	276	8341	0	
4,69,	95	33	17	52	45494	43	9386	6	6	5	1	10	7867	44689	98	1518	1	
4,70,	95	36	17	55	45290	42	10473	6	6	5	1	12	8954	51938	104	1518	1	
4,71,	95	34	17	53	45512	45	9474	6	6	5	1	10	7955	43228	100	1518	1	
4,72,	95	38	21	63	45077	43	11389	8	8	6	1	13	9395	56158	120	1872	1	
4,73,	95	36	17	55	45503	43	9740	6	6	5	1	10	8221	44456	104	1518	1	
4,74,	95	33	17	52	45525	45	9386	6	6	5	1	10	7867	42964	98	1518	1	
4,75,	95	40	17	59	45233	43	13388	6	6	5	1	14	11869	53176	112	1518	1	
4,76,	95	34	17	53	45552	45	9386	6	6	5	1	10	7867	43675	100	1518	1	
4,77,	95	33	17	52	45478	45	9386	6	6	5	1	10	7867	42365	98	1518	1	
4,78,	94	33	17	52	45123	45	9386	6	6	5	1	10	7867	42333	98	1518	1	
4,79,	95	34	17	53	45493	43	9457	6	6	5	1	10	7938	44815	100	1518	1	
4,80,	95	35	17	54	45478	45	9922	6	6	5	1	10	8403	43205	102	1518	1	
4,81,	95	34	17	53	45552	45	9386	6	6	5	1	10	7867	43675	100	1518	1	
4,82,	95	34	17	53	45420	45	9386	6	6	5	1	10	7867	43019	100	1518	1	
4,83,	95	35	17	54	45479	45	9726	6	6	5	1	10	8207	42712	102	1518	1	
4,84,	95	42	26	70	44926	42	12642	9	9	8	1	12	10137	55330	128	2504	1	
4,85,	95	36	17	55	45519	43	9643	6	6	5	1	10	8124	44431	104	1518	1	
4,86,	95	34	17	53	45513	43	9559	6	6	5	1	10	8040	44164	100	1518	1	
4,87,	95	37	17	56	45264	44	10813	6	6	5	1	12	9294	46854	106	1518	1	
4,88,	95	33	17	52	45397	45	9386	6	6	5	1	10	7867	43117	98	1518	1	
4,89,	95	33	17	52	45493	43	9386	6	6	5	1	10	7867	44283	98	1518	1	
4,90,	93	60	19	81	45097	43	14411	7	7	6	1	11	12673	50945	156	1737	1	
4,91,	95	33	17	52	45543	45	9386	6	6	5	1	10	7867	43370	98	1518	1	
4,92,	95	35	17	54	45400	44	9606	6	6	5	1	10	8087	43543	102	1518	1	
4,93,	94	42	20	64	44512	45	11635	7	7	6	1	12	9857	48605	120	1777	1	
4,94,	95	33	17	52	45401	45	9386	6	6	5	1	10	7867	43084	98	1518	1	
4,95,	95	33	17	52	45478	45	9386	6	6	5	1	10	7867	42365	98	1518	1	
4,96,	95	33	17	52	45494	43	9386	6	6	5	1	10	7867	44689	98	1518	1	
4,97,	94	33	17	52	45123	45	9386	6	6	5	1	10	7867	42333	98	1518	1	
4,98,	95	34	17	53	45479	45	9439	6	6	5	1	10	7920	42613	100	1518	1	
4,99,	95	34	17	53	45491	45	9462	6	6	5	1	10	7943	42593	100	1518	1	
5,6,	89	126	95	242	41168	42	61830	34	34	25	1	21	52162	136049	446	8731	0	
5,7,	89	125	90	236	41150	40	68874	34	34	25	1	21	58483	148014	442	9454	0	
5,8,	83	151	208	385	34562	31	109885	79	78	68	2	29	75022	243895	714	33675	0	
5,9,	86	172	150	341	36542	34	96104	58	58	50	1	39	77453	225664	644	18103	0	
5,10,	88	140	114	282	40298	41	75570	47	47	35	1	20	63922	170175	528	10082	0	
5,11,	90	94	116	231	40553	39	56647	37	37	28	1	23	42655	161722	422	13055	0	
5,12,	88	98	107	226	41047	42	53861	38	36	29	2	20	43308	132176	416	9616	0	
5,13,	89	101	100	222	41140	41	54544	36	36	27	1	18	44560	133326	410	9047	0	
5,14,	89	87	95	203	41223	43	48930	34	34	25	1	18	39262	125090	374	8731	0	
5,15,	89	101	99	221	41066	42	53312	36	36	27	1	19	43401	132420	406	8974	0	
5,16,	90	86	95	202	41483	43	48930	34	34	25	1	18	39262	125111	372	8731	0	
5,17,	90	99	104	226	40914	40	54705	38	38	28	1	21	44574	145473	418	8995	0	
5,18,	89	91	103	215	40617	43	51256	35	35	26	1	20	40509	132328	398	9810	0	
5,19,	89	88	95	204	41220	43	48983	34	34	25	1	18	39315	125336	376	8731	0	
5,20,	90	86	93	200	41569	43	48930	33	33	24	1	18	39325	123375	368	8668	0	
5,21,	90	87	95	203	41479	43	49690	34	34	25	1	18	40022	125645	374	8731	0	
5,22,	90	86	95	202	41481	43	49113	34	34	25	1	18	39445	125047	372	8731	0	
5,23,	90	95	95	211	40335	41	52747	35	32	26	3	22	40426	139366	390	11384	0	
5,24,	89	97	98	216	40250	41	52550	35	35	26	1	20	42491	136118	398	9122	0	
5,25,	90	87	81	189	41723	43	47718	32	32	23	1	17	39327	119915	360	7454	0	
5,26,	89	105	102	228	40408	42	54411	36	36	27	1	21	43547	137095	416	9927	0	
5,27,	90	86	95	202	41461	43	48981	34	34	25	1	18	39313	125039	372	8731	0	
5,28,	89	91	95	207	41245	43	49552	34	34	25	1	18	39884	125930	382	8731	0	
5,29,	89	97	95	213	41345	44	50288	34	34	25	1	18	40620	123971	392	8731	0	
5,30,	90	91	86	198	41569	43	48929	32	32	23	1	18	39710	123375	366	8282	0	
5,31,	89	90	95	206	41288	43	49155	34	34	25	1	18	39487	125100	378	8731	0	
5,32,	89	96	95	212	41374	43	50367	34	34	25	1	18	40699	126478	390	8731	0	
5,33,	90	90	89	200	41569	43	48930	33	33	24	1	18	39549	123375	368	8444	0	
5,34,	90	96	95	210	41666	42	50247	33	33	25	1	19	40771	128542	386	8636	0	
5,35,	90	86	95	202	41482	43	49319	34	34	25	1	18	39651	124765	372	8731	0	
5,36,	89	97	97	215	40389	42	51025	35	35	26	1	20	41354	131982	396	8734	0	
5,37,	88	101	135	257	39399	40	67805	45	42	36	2	21	51907	155957	476	14996	0	
5,38,	90	86	95	202	41461	43	49082	34	34	25	1	18	39414	125100	372	8731	0	
5,39,	90	86	95	202	41493	43	49222	34	34	25	1	18	39554	125236	372	8731	0	
5,40,	89	94	95	210	41091	43	49656	34	34	25	1	19	39988	127608	386	8731	0	
5,41,	89	92	103	216	40896	40	51840	37	37	28	1	19	41702	134108	400	9201	0	
5,42,	89	95	104	220	40990	44	51889	36	35	27	2	18	41104	123761	406	9848	0	
5,43,	88	102	105	228	40338	41	57348	37	37	28	1	21	46375	143315	424	10036	0	
5,44,	90	90	100	211	41346	42	50176	36	36	27	1	18	40415	129097	390	8824	0	
5,45,	90	89	95	205	41509	43	49771	34	34	25	1	18	40103	125522	378	8731	0	
5,46,	90	86	95	202	41465	43	48930	34	34	25	1	18	39262	125104	372	8731	0	
5,47,	89	87	95	203	41239	42	51275	34	34	25	1	18	41607	127220	374	8731	0	
5,48,	90	85	95	201	41461	43	48930	34	34	25	1	18	39262	124909	370	8731	0	
5,49,	90	85	95	201	41461	43	48930	34	34	25	1	18	39262	124909	370	8731	0	
5,50,	89	95	95	211	41336	42	51160	34	34	25	1	18	41492	127443	388	8731	0	
5,51,	90	85	95	201	41461	43	48930	34	34	25	1	18	39262	124909	370	8731	0	
5,52,	90	101	95	217	41235	42	53141	34	34	25	1	22	43473	136032	400	8731	0	
5,53,	90	98	95	214	41555	42	54407	34	34	25	1	18	44739	130107	394	8731	0	
5,54,	90	86	95	202	41461	43	48930	34	34	25	1	18	39262	125061	372	8731	0	
5,55,	90	86	95	202	41485	43	49348	34	34	25	1	18	39680	124858	372	8731	0	
5,56,	89	102	100	223	40636	42	57032	35	35	26	1	21	47133	138775	412	8962	0	
5,57,	90	89	95	205	41443	42	49421	34	34	25	1	19	39753	127309	376	8731	0	
5,58,	90	86	95	202	41461	43	49217	34	34	25	1	18	39549	125183	372	8731	0	
5,59,	90	86	92	199	41599	43	48755	33	33	24	1	18	39262	123396	368	8556	0	
5,60,	90	88	95	204	41544	43	49964	34	34	25	1	18	40296	125463	376	8731	0	
5,61,	90	88	92	201	41600	43	48960	33	33	24	1	18	39467	123600	370	8556	0	
5,62,	89	93	95	209	41344	43	49373	34	34	25	1	18	39705	125404	386	8731	0	
5,63,	90	87	92	200	41217	43	49246	33	33	24	1	19	39753	125370	370	8556	0	
5,64,	90	90	98	209	41231	43	50534	35	35	26	1	20	40642	132087	384	8955	0	
5,65,	90	86	95	202	41466	43	49690	34	34	25	1	18	40022	125528	372	8731	0	
5,66,	90	85	95	201	41461	43	48930	34	34	25	1	18	39262	124909	370	8731	0	
5,67,	90	85	95	201	41461	43	48930	34	34	25	1	18	39262	124909	370	8731	0	
5,68,	89	128	157	307	38052	33	70154	53	53	43	1	29	52537	221456	560	16411	0	
5,69,	90	85	95	201	41466	42	48930	34	34	25	1	18	39262	126772	370	8731	0	
5,70,	90	88	99	208	41058	39	50243	36	36	27	1	20	40349	140715	384	8957	0	
5,71,	90	86	95	202	41487	43	49018	34	34	25	1	18	39350	125570	372	8731	0	
5,72,	90	90	101	214	40924	41	50977	37	37	27	1	21	40790	138944	396	9129	0	
5,73,	90	88	97	206	41372	42	49355	35	35	26	1	18	39616	129955	380	8802	0	
5,74,	90	85	95	201	41480	43	48930	34	34	25	1	18	39262	125251	370	8731	0	
5,75,	90	92	95	205	41364	42	52821	33	33	25	1	22	43264	130280	378	8731	0	
5,76,	90	86	95	202	41517	43	48930	34	34	25	1	18	39262	126015	372	8731	0	
5,77,	90	85	95	201	41452	43	48930	34	34	25	1	18	39262	124785	370	8731	0	
5,78,	90	85	92	198	41546	43	48755	33	33	24	1	18	39262	123244	366	8556	0	
5,79,	90	86	95	202	41465	42	49001	34	34	25	1	18	39333	126875	372	8731	0	
5,80,	90	87	95	203	41452	43	49466	34	34	25	1	18	39798	125551	374	8731	0	
5,81,	90	86	95	202	41517	43	48930	34	34	25	1	18	39262	126015	372	8731	0	
5,82,	90	86	95	202	41396	43	48930	34	34	25	1	18	39262	125411	372	8731	0	
5,83,	90	87	95	203	41453	43	49270	34	34	25	1	18	39602	125107	374	8731	0	
5,84,	90	94	104	219	40916	41	52186	37	37	28	1	20	41532	136223	400	9717	0	
5,85,	90	88	99	208	41285	39	49413	36	36	27	1	18	39519	134192	384	8957	0	
5,86,	90	86	93	200	41569	43	48930	33	33	24	1	18	39435	123375	368	8558	0	
5,87,	90	89	82	189	41927	43	48597	31	31	23	1	18	40689	115178	358	7346	0	
5,88,	90	85	95	201	41375	43	48930	34	34	25	1	18	39262	125494	370	8731	0	
5,89,	90	85	95	201	41465	42	48930	34	34	25	1	18	39262	126400	370	8731	0	
5,90,	88	112	99	232	40962	41	53999	36	36	27	1	19	44068	135047	430	8994	0	
5,91,	90	85	95	201	41504	43	48930	34	34	25	1	18	39262	125735	370	8731	0	
5,92,	90	87	95	203	41363	43	49150	34	34	25	1	18	39482	125968	374	8731	0	
5,93,	89	94	100	215	40606	43	51223	36	36	27	1	19	41252	131104	394	9034	0	
5,94,	90	85	95	201	41379	43	48930	34	34	25	1	18	39262	125458	370	8731	0	
5,95,	90	85	95	201	41452	43	48930	34	34	25	1	18	39262	124785	370	8731	0	
5,96,	90	85	95	201	41466	42	48930	34	34	25	1	18	39262	126772	370	8731	0	
5,97,	90	85	92	198	41546	43	48755	33	33	24	1	18	39262	123244	366	8556	0	
5,98,	90	86	95	202	41453	43	48983	34	34	25	1	18	39315	124988	372	8731	0	
5,99,	90	86	95	202	41469	42	49006	34	34	25	1	18	39338	124981	372	8731	0	
6,7,	95	83	8	91	47360	45	34142	2	2	2	1	7	32121	47522	180	2021	1	
6,8,	90	109	111	230	41965	35	71024	44	41	40	2	16	48660	148667	438	22126	0	
6,9,	92	130	53	191	44194	42	54668	21	21	18	1	20	51091	104511	362	3468	0	
6,10,	94	98	32	135	47399	46	41121	10	10	8	1	6	37560	58717	254	2936	1	
6,11,	96	52	21	73	47233	44	20617	3	3	3	1	9	16293	57141	138	4324	1	
6,12,	95	56	8	64	48334	47	17778	3	1	3	2	5	16946	21047	124	832	1	
6,13,	95	59	0	59	48004	47	18198	0	0	0	0	4	18198	22708	116	0	2	
6,14,	95	45	0	45	47788	48	12900	0	0	0	0	4	12900	17926	90	0	2	
6,15,	95	59	2	61	47858	47	17238	1	1	1	1	5	17039	23967	120	199	2	
6,16,	96	44	0	44	48084	48	12900	0	0	0	0	4	12900	17931	88	0	2	
6,17,	96	57	7	66	47615	46	18631	3	3	2	1	7	18212	38271	130	220	1	
6,18,	94	49	11	60	46630	49	15401	2	2	2	1	6	14147	27757	116	1254	1	
6,19,	95	46	0	46	47783	48	12953	0	0	0	0	4	12953	18212	92	0	2	
6,20,	96	44	0	44	48066	48	12963	0	0	0	0	4	12963	17962	88	0	2	
6,21,	96	45	0	45	48080	48	13660	0	0	0	0	4	13660	18477	90	0	2	
6,22,	96	44	0	44	48080	48	13083	0	0	0	0	4	13083	17834	88	0	2	
6,23,	96	53	0	53	48287	48	14064	0	0	0	0	4	14064	19226	104	0	2	
6,24,	95	55	3	58	46822	46	16520	1	1	1	1	6	16129	29949	114	391	1	
6,25,	96	45	0	45	48095	48	12965	0	0	0	0	4	12965	17970	90	0	2	
6,26,	94	63	5	68	46816	47	18285	2	2	2	1	6	17185	25945	134	1100	1	
6,27,	96	44	0	44	48062	48	12951	0	0	0	0	4	12951	17827	88	0	2	
6,28,	95	49	0	49	47800	48	13522	0	0	0	0	4	13522	18539	96	0	2	
6,29,	95	55	0	55	47947	48	14258	0	0	0	0	4	14258	16542	108	0	2	
6,30,	95	49	2	51	47447	48	13602	1	1	1	1	5	13348	22229	100	254	2	
6,31,	95	48	0	48	47899	48	13125	0	0	0	0	4	13125	17993	96	0	2	
6,32,	95	54	2	56	47859	48	14344	1	1	1	1	4	14337	21302	110	7	2	
6,33,	96	48	0	48	48115	48	13187	0	0	0	0	4	13187	18670	96	0	2	
6,34,	96	54	2	56	48042	47	14449	1	1	1	1	5	14409	25264	110	40	2	
6,35,	96	44	0	44	48083	48	13289	0	0	0	0	4	13289	17575	88	0	2	
6,36,	95	55	2	57	46914	47	14995	1	1	1	1	6	14992	25491	112	3	2	
6,37,	95	59	29	93	47148	46	28246	11	10	9	2	7	25545	51220	182	2547	1	
6,38,	96	44	0	44	48062	48	13052	0	0	0	0	4	13052	17883	88	0	2	
6,39,	96	44	0	44	48097	48	13192	0	0	0	0	4	13192	18049	88	0	2	
6,40,	95	52	0	52	47684	48	13626	0	0	0	0	5	13626	20544	102	0	2	
6,41,	95	50	4	54	47659	46	15726	1	1	1	1	5	15340	24194	108	386	2	
6,42,	95	53	23	76	47461	47	17796	3	1	3	2	4	14742	22242	148	3054	2	
6,43,	94	60	8	68	46856	47	21274	2	2	2	1	7	20013	37619	136	1261	1	
6,44,	96	48	3	51	48072	48	14102	1	1	1	1	4	14053	20219	102	49	2	
6,45,	96	47	0	47	48111	48	13741	0	0	0	0	4	13741	18358	94	0	2	
6,46,	96	44	0	44	48066	48	12900	0	0	0	0	4	12900	17901	88	0	2	
